,date,dayNum,dayOfWeek,yearFreq,trend,seasonal,weekly,outlier,noise
151,2008-12-11,152,Thursday,0.9426229508196721,368909744.2142081,1.04069269857473,1.05653499318941,1.0,0.999262909598241
152,2008-12-12,153,Friday,0.945355191256831,369276105.74636424,1.03876274275619,1.00895308596262,1.0,0.9999371872421371
153,2008-12-13,154,Saturday,0.948087431693989,369642652.75832087,1.0406263745950501,0.8607166395924529,1.0,0.978151410333682
154,2008-12-14,155,Sunday,0.9508196721311469,370009389.78168744,1.04065652289258,0.891270172442292,1.0,0.97410978205863
155,2008-12-15,156,Monday,0.9535519125683058,370376321.37370825,1.03288868663972,1.0755327158302,1.0,1.00011899217998
156,2008-12-16,157,Tuesday,0.9562841530054641,370743452.11706257,1.02205495766186,1.08283149441283,1.0,0.9980415060348999
157,2008-12-17,158,Wednesday,0.9590163934426229,371110786.61964774,1.00913171974099,1.07354290198948,1.0,1.01082592939904
158,2008-12-18,159,Thursday,0.9617486338797809,371478329.514362,0.995067647078097,1.0566298267432401,1.0,1.02558438529874
159,2008-12-19,160,Friday,0.96448087431694,371846085.4588887,0.9807690582509391,1.00904059006401,1.0,1.03164663200728
160,2008-12-20,161,Saturday,0.9672131147540981,372214059.1354704,0.962457935547775,0.8605432361442041,1.0,1.03595678394353
161,2008-12-21,162,Sunday,0.9699453551912571,372582255.25067765,0.9408650568091659,0.890972223953259,1.0,1.036991248233
162,2008-12-22,163,Monday,0.972677595628415,372950678.53519,0.923185935021978,1.07563359557336,1.0,1.02666204083303
163,2008-12-23,164,Tuesday,0.9754098360655742,373319333.7435557,0.905347623417788,1.08290419499934,1.0,0.9966140769069479
164,2008-12-24,165,Wednesday,0.978142076502732,373688225.65395874,0.884940468790621,1.07361303506488,1.0,0.88080969938376
165,2008-12-25,166,Thursday,0.980874316939891,374057359.0679842,0.870682797491495,1.05672466880925,1.0,0.822465082195303
166,2008-12-26,167,Friday,0.983606557377049,374426738.8103703,0.8633651145805229,1.00912810175442,1.0,0.967841388467114
167,2008-12-27,168,Saturday,0.986338797814208,374796369.72876644,0.8587809196448042,0.860369867630514,1.0,1.10238552328338
168,2008-12-28,169,Sunday,0.989071038251366,375166256.6934827,0.857047382045467,0.890674375067359,1.0,1.08178735622422
169,2008-12-29,170,Monday,0.9918032786885249,375536404.5972443,0.8583077459498342,1.07573448477854,1.0,1.03635082995154
170,2008-12-30,171,Tuesday,0.994535519125683,375906818.3549332,0.862736709617117,1.08297690046691,1.0,1.01360048826302
171,2008-12-31,172,Wednesday,0.9972677595628421,376277502.9033314,0.8753659166351271,1.07368317272198,1.0,0.864826654537809
172,2009-01-01,173,Thursday,0.0,376648463.20086396,0.894858692698967,1.05681951938818,1.0,0.843703913810918
173,2009-01-02,174,Friday,0.0027397260273972603,377019704.22732383,0.911635166783465,1.00921562103451,1.0,0.994838629964789
174,2009-01-03,175,Saturday,0.005479452054794521,377391230.98362225,0.927897785303992,0.860196534044345,1.0,1.0818464875893299
175,2009-01-04,176,Sunday,0.00821917808219178,377763048.49150884,0.948175094906537,0.8903766257512958,1.0,1.06018455319732
176,2009-01-05,177,Monday,0.010958904109589001,378135161.7932988,0.9652129187647851,1.07583538344664,1.0,1.0314893060296
177,2009-01-06,178,Tuesday,0.0136986301369863,378507575.9515991,0.9786989124005799,1.08304961081589,1.0,1.0084301093253
178,2009-01-07,179,Wednesday,0.0164383561643836,378880296.04903126,0.992908980677528,1.07375331496107,1.0,1.02472093816415
179,2009-01-08,180,Thursday,0.0191780821917808,379253327.1879447,1.007018774068,1.0569143784808102,1.0,1.02973939345935
180,2009-01-09,181,Friday,0.0219178082191781,379626674.4901378,1.02015680973863,1.00930314790494,1.0,1.03098342530586
181,2009-01-10,182,Saturday,0.0246575342465753,380000343.0965671,1.0314091445926898,0.8600232353786591,1.0,1.01805844517184
182,2009-01-11,183,Sunday,0.0273972602739726,380374338.1670487,1.0398319157707199,0.890078975971784,1.0,0.999292561906268
183,2009-01-12,184,Monday,0.0301369863013699,380748664.87997794,1.04321184311687,1.07593629157854,1.0,0.970719272694458
184,2009-01-13,185,Tuesday,0.0328767123287671,381123328.4320262,1.0421495177645301,1.0831223260465899,1.0,0.9879230016638051
185,2009-01-14,186,Wednesday,0.0356164383561644,381498334.0378325,1.03994883378885,1.07382346178245,1.0,1.00618329535389
186,2009-01-15,187,Thursday,0.0383561643835616,381873686.9297156,1.0399010292625799,1.0570092460879,1.0,0.9990966584804251
187,2009-01-16,188,Friday,0.0410958904109589,382249392.35735524,1.04050510821806,1.0093906823663699,1.0,1.01926911668857
188,2009-01-17,189,Saturday,0.0438356164383562,382625455.5874878,1.03992921632607,0.859849971626422,1.0,1.00692867830337
189,2009-01-18,190,Sunday,0.0465753424657534,383001881.903594,1.04002480227488,0.8897814256955479,1.0,0.9976836529549742
190,2009-01-19,191,Monday,0.0493150684931507,383378676.6055836,1.04087416866295,1.07603720917514,1.0,0.9973713072222661
191,2009-01-20,192,Tuesday,0.0520547945205479,383755845.0094782,1.04158580732594,1.08319504615934,1.0,0.933990660676461
192,2009-01-21,193,Wednesday,0.0547945205479452,384133392.4470884,1.04219517435377,1.07389361318643,1.0,1.00861408477718
193,2009-01-22,194,Thursday,0.0575342465753425,384511324.26569146,1.04273784777464,1.05710412221022,1.0,1.01889053846818
194,2009-01-23,195,Friday,0.0602739726027397,384889645.8276973,1.0432494986519398,1.00947822441945,1.0,1.02405683529133
195,2009-01-24,196,Saturday,0.06301369863013699,385268362.5103319,1.0437655663899,0.8596767427806,1.0,1.00689409216785
196,2009-01-25,197,Sunday,0.0657534246575342,385647479.70529586,1.04423112233659,0.8894839748893242,1.0,0.997735182113408
197,2009-01-26,198,Monday,0.0684931506849315,386027002.8184269,1.04459734012833,1.07613813623732,1.0,0.9952044605013209
198,2009-01-27,199,Tuesday,0.0712328767123288,386406937.2693664,1.0448811577436299,1.08326777115447,1.0,1.00038227393867
199,2009-01-28,200,Wednesday,0.073972602739726,386787288.4912139,1.04509955414064,1.0739637691733102,1.0,1.0035825706464498
200,2009-01-29,201,Thursday,0.0767123287671233,387168061.9301863,1.04526953722488,1.05719900684852,1.0,1.00906677269145
201,2009-01-30,202,Friday,0.0794520547945206,387549263.0452674,1.04540833051127,1.0095657740648398,1.0,1.0144069699826102
202,2009-01-31,203,Saturday,0.0821917808219178,387930897.3078659,1.0455573819698398,0.85950354883416,1.0,1.01086392939104
203,2009-02-01,204,Sunday,0.0849315068493151,388312970.20144534,1.04570996004175,0.889186623519861,1.0,1.00567081378737
204,2009-02-02,205,Monday,0.0876712328767123,388695487.22118956,1.04582458796853,1.0762390727659599,1.0,1.00304231338747
205,2009-02-03,206,Tuesday,0.0904109589041096,389078453.87362295,1.04585977357445,1.08334050103231,1.0,1.01569528216917
206,2009-02-04,207,Wednesday,0.0931506849315069,389461875.67626977,1.0457740325498999,1.0740339297433799,1.0,1.01778104158539
207,2009-02-05,208,Thursday,0.0958904109589041,389845758.15727735,1.04552366113771,1.05729390000358,1.0,1.0251758750693198
208,2009-02-06,209,Friday,0.0986301369863014,390230106.8550506,1.04487135218941,1.0096533313032099,1.0,1.03077220792727
209,2009-02-07,210,Saturday,0.101369863013699,390614927.317887,1.04398221265199,0.8593303897800719,1.0,0.996337317478439
210,2009-02-08,211,Sunday,0.10410958904109599,391000225.1035986,1.0432877302880401,0.8888893715539159,1.0,1.00684384115265
211,2009-02-09,212,Monday,0.10684931506849302,391386005.7791431,1.0425290610856999,1.07634001876196,1.0,1.02941538413616
212,2009-02-10,213,Tuesday,0.10958904109588999,391772274.9202383,1.04153660070536,1.08341323579319,1.0,1.02237558191557
213,2009-02-11,214,Wednesday,0.11232876712328801,392159038.1109978,1.0408734262938701,1.07410409489694,1.0,1.02254608091632
214,2009-02-12,215,Thursday,0.115068493150685,392546300.94352186,1.040484619915,1.05738880167615,1.0,1.03005875953649
215,2009-02-13,216,Friday,0.117808219178082,392934069.01753926,1.04001482193303,1.00974089613521,1.0,1.02373661232108
216,2009-02-14,217,Saturday,0.120547945205479,393322347.93999845,1.0395750938003199,0.859157265611306,1.0,0.998804231310347
217,2009-02-15,218,Sunday,0.123287671232877,393711143.32469416,1.03927631726374,0.88859221895826,1.0,1.00170032597646
218,2009-02-16,219,Monday,0.12602739726027398,394100460.79185545,1.03922928557344,1.07644097422621,1.0,1.00609940591599
219,2009-02-17,220,Tuesday,0.12876712328767098,394490305.96776605,1.0395449129352299,1.08348597543743,1.0,1.00606473418662
220,2009-02-18,221,Wednesday,0.131506849315068,394880684.4843542,1.04063966611248,1.07417426463429,1.0,1.0098560203860099
221,2009-02-19,222,Thursday,0.134246575342466,395271601.9787961,1.0424210900295,1.05748371186701,1.0,1.0089305971890201
222,2009-02-20,223,Friday,0.136986301369863,395663064.09311783,1.04423485190897,1.0098284685615,1.0,1.00978197409965
223,2009-02-21,224,Saturday,0.13972602739726,396055076.4737799,1.0454475372972298,0.8589841763208341,1.0,1.00298418991453
224,2009-02-22,225,Sunday,0.142465753424658,396447644.7712753,1.04692491354485,0.888295165699673,1.0,0.997448116355506
225,2009-02-23,226,Monday,0.14520547945205498,396840774.63971275,1.04866915741635,1.07654193915958,1.0,0.987498731533792
226,2009-02-24,227,Tuesday,0.147945205479452,397234471.736409,1.0496933824264,1.08355871996536,1.0,0.990183265285652
